Arduino Time, Sensor 1, Sensor 2, Sensor 3, Sensor 4, Processing Time, Frame #, Condition
43554, 0, 0, 48, 0, 347, 0, 0
568, 0, 0, 38, 0, 2305, 0, 0
588, 0, 0, 38, 0, 2323, 0, 0
603, 0, 0, 0, 0, 2338, 0, 0
623, 0, 0, 0, 0, 2356, 0, 0
637, 0, 0, 12, 0, 2376, 0, 0
653, 0, 0, 73, 0, 2387, 0, 0
677, 0, 0, 11, 0, 2412, 0, 0
688, 0, 0, 34, 0, 2422, 0, 0
703, 0, 0, 0, 0, 2438, 0, 0
722, 0, 0, 0, 0, 2454, 0, 0
743, 0, 0, 0, 0, 2475, 0, 0
752, 0, 0, 73, 0, 2489, 0, 0
773, 0, 0, 75, 0, 2507, 0, 0
788, 0, 0, 37, 0, 2521, 0, 0
813, 0, 0, 71, 0, 2545, 0, 0
818, 0, 0, 12, 0, 2555, 0, 0
837, 0, 0, 12, 0, 2573, 0, 0
858, 0, 0, 12, 0, 2589, 0, 0
872, 0, 0, 69, 0, 2606, 0, 0
887, 0, 0, 30, 0, 2623, 0, 0
907, 0, 0, 29, 0, 2639, 0, 0
922, 0, 0, 0, 0, 2657, 0, 0
937, 0, 0, 14, 0, 2670, 0, 0
952, 0, 0, 67, 0, 2687, 0, 0
972, 0, 0, 67, 0, 2707, 0, 0
987, 0, 0, 26, 0, 2723, 0, 0
1007, 0, 0, 28, 0, 2741, 0, 0
1017, 0, 0, 13, 0, 2754, 0, 0
1042, 0, 0, 0, 0, 2773, 0, 0
1052, 0, 0, 65, 0, 2788, 0, 0
1073, 0, 0, 63, 0, 2806, 0, 0
1087, 0, 0, 33, 0, 2823, 0, 0
1102, 0, 0, 0, 0, 2837, 0, 0
1123, 0, 0, 0, 0, 2857, 0, 0
1138, 0, 0, 5, 0, 2874, 0, 0
1153, 0, 0, 61, 0, 2887, 0, 0
1173, 0, 0, 67, 0, 2906, 0, 0
1188, 0, 0, 41, 0, 2922, 0, 0
1203, 0, 0, 0, 0, 2940, 0, 0
1218, 0, 0, 0, 0, 2954, 0, 0
1239, 0, 0, 0, 0, 2973, 0, 0
1258, 0, 0, 0, 0, 2990, 0, 0
1268, 0, 0, 45, 0, 3004, 0, 0
1284, 0, 0, 0, 0, 3021, 0, 0
1303, 0, 0, 0, 0, 3037, 0, 0
1318, 0, 0, 0, 0, 3055, 0, 0
1339, 0, 0, 0, 0, 3072, 0, 0
1354, 0, 0, 53, 0, 3090, 0, 0
1374, 0, 0, 54, 0, 3105, 0, 0
1389, 0, 0, 62, 0, 3124, 0, 0
1404, 0, 0, 0, 0, 3140, 0, 0
1424, 0, 0, 0, 0, 3157, 0, 0
1439, 0, 0, 0, 0, 3171, 0, 0
1455, 0, 0, 45, 0, 3192, 0, 0
1469, 0, 0, 56, 0, 3205, 0, 0
1484, 0, 0, 0, 0, 3222, 0, 0
1505, 0, 0, 11, 0, 3238, 0, 0
1524, 0, 0, 18, 0, 3256, 0, 0
1534, 0, 0, 57, 0, 3273, 0, 0
1555, 0, 0, 49, 0, 3289, 0, 0
1570, 0, 0, 74, 0, 3305, 0, 0
1585, 0, 0, 20, 0, 3322, 0, 0
1605, 0, 0, 25, 0, 3339, 0, 0
1620, 0, 0, 0, 0, 3356, 0, 0
1636, 0, 0, 32, 0, 3373, 0, 0
1655, 0, 0, 34, 0, 3389, 0, 0
1671, 0, 0, 64, 0, 3405, 0, 0
1686, 0, 0, 39, 0, 3422, 0, 0
1705, 0, 0, 20, 0, 3439, 0, 0
1721, 0, 0, 0, 0, 3456, 0, 0
1741, 0, 0, 0, 0, 3473, 0, 0
1752, 0, 0, 57, 0, 3488, 0, 0
1766, 0, 0, 22, 0, 3504, 0, 0
1792, 0, 0, 55, 0, 3523, 0, 0
1807, 0, 0, 25, 0, 3540, 0, 0
1816, 0, 0, 4, 0, 3555, 0, 0
1837, 0, 0, 2, 0, 3573, 0, 0
1857, 0, 0, 2, 0, 3588, 0, 0
1871, 0, 0, 56, 1, 3606, 0, 0
1887, 0, 0, 32, 0, 3623, 0, 0
1902, 0, 0, 0, 0, 3637, 0, 0
1922, 0, 0, 0, 0, 3656, 0, 0
1937, 0, 0, 0, 0, 3672, 0, 0
1957, 0, 0, 0, 1, 3691, 0, 0
1973, 0, 0, 56, 0, 3706, 0, 0
1987, 0, 0, 41, 0, 3723, 0, 0
2008, 0, 0, 43, 0, 3739, 0, 0
2023, 0, 0, 0, 0, 3757, 0, 0
2032, 0, 0, 56, 0, 3773, 0, 0
2053, 0, 0, 56, 0, 3788, 0, 0
2073, 0, 0, 57, 0, 3808, 0, 0
2087, 0, 0, 52, 0, 3821, 0, 0
2103, 0, 0, 0, 0, 3839, 0, 0
2123, 0, 0, 0, 0, 3854, 0, 0
2138, 0, 0, 0, 0, 3873, 0, 0
2153, 0, 0, 52, 0, 3889, 0, 0
2168, 0, 0, 61, 0, 3905, 0, 0
2188, 0, 0, 67, 0, 3923, 0, 0
2203, 0, 0, 0, 0, 3939, 0, 0
2219, 0, 0, 0, 0, 3954, 0, 0
2234, 0, 0, 64, 0, 3971, 0, 0
2253, 0, 0, 60, 0, 3988, 0, 0
2269, 0, 0, 84, 0, 4005, 0, 0
2289, 0, 0, 88, 0, 4024, 0, 0
2304, 0, 0, 9, 0, 4039, 0, 0
2319, 0, 0, 0, 0, 4055, 0, 0
2339, 0, 0, 0, 0, 4076, 0, 0
2355, 0, 0, 51, 0, 4088, 0, 0
2364, 0, 0, 18, 0, 4106, 0, 0
2384, 0, 0, 23, 0, 4123, 0, 0
2405, 0, 0, 27, 0, 4140, 0, 0
2420, 0, 0, 0, 0, 4154, 0, 0
2435, 0, 0, 35, 0, 4171, 0, 0
2455, 0, 0, 29, 0, 4191, 0, 0
2470, 0, 0, 110, 0, 4205, 0, 0
2486, 0, 0, 51, 0, 4221, 0, 0
2500, 0, 0, 0, 0, 4238, 0, 0
2521, 0, 0, 0, 0, 4255, 0, 0
2536, 0, 0, 10, 0, 4275, 0, 0
2556, 0, 0, 77, 0, 4288, 0, 0
2567, 0, 0, 120, 1, 4304, 0, 0
2586, 0, 0, 74, 0, 4322, 0, 0
2601, 0, 0, 0, 0, 4361, 0, 0
2641, 0, 0, 59, 0, 4376, 0, 0
