Arduino Time, Sensor 1, Sensor 2, Sensor 3, Sensor 4, Processing Time, Frame #, Condition
666,  100, 400, 600, 800, 396, 0, 0
666,  100, 400, 600, 800, 3638, 0, 0
666,  100, 400, 600, 800, 3655, 0, 0
666,  100, 400, 600, 800, 3671, 0, 0
666,  100, 400, 600, 800, 3688, 0, 0
666,  100, 400, 600, 800, 3705, 0, 0
666,  100, 400, 600, 800, 3721, 0, 0
666,  100, 400, 600, 800, 3738, 0, 0
666,  100, 400, 600, 800, 3755, 0, 0
666,  100, 400, 600, 800, 3771, 0, 0
666,  100, 400, 600, 800, 3788, 0, 0
666,  100, 400, 600, 800, 3805, 0, 0
666,  100, 400, 600, 800, 3821, 0, 0
666,  100, 400, 600, 800, 3838, 0, 0
666,  100, 400, 600, 800, 3855, 0, 0
666,  100, 400, 600, 800, 3875, 0, 0
666,  100, 400, 600, 800, 3888, 0, 0
666,  100, 400, 600, 800, 3904, 0, 0
666,  100, 400, 600, 800, 3922, 0, 0
666,  100, 400, 600, 800, 3940, 0, 0
666,  100, 400, 600, 800, 3955, 0, 0
666,  100, 400, 600, 800, 3972, 0, 0
666,  100, 400, 600, 800, 3987, 0, 0
666,  100, 400, 600, 800, 4004, 0, 0
666,  100, 400, 600, 800, 4020, 0, 0
666,  100, 400, 600, 800, 4039, 0, 0
666,  100, 400, 600, 800, 4055, 0, 0
666,  100, 400, 600, 800, 4070, 0, 0
666,  100, 400, 600, 800, 4090, 0, 0
666,  100, 400, 600, 800, 4105, 0, 0
666,  100, 400, 600, 800, 4120, 0, 0
666,  100, 400, 600, 800, 4139, 0, 0
666,  100, 400, 600, 800, 4155, 0, 0
666,  100, 400, 600, 800, 4172, 0, 0
666,  100, 400, 600, 800, 4188, 0, 0
666,  100, 400, 600, 800, 4205, 0, 0
666,  100, 400, 600, 800, 4222, 0, 0
666,  100, 400, 600, 800, 4239, 0, 0
666,  100, 400, 600, 800, 4257, 0, 0
666,  100, 400, 600, 800, 4271, 0, 0
666,  100, 400, 600, 800, 4288, 0, 0
666,  100, 400, 600, 800, 4305, 0, 0
666,  100, 400, 600, 800, 4321, 0, 0
666,  100, 400, 600, 800, 4337, 0, 0
666,  100, 400, 600, 800, 4354, 0, 0
666,  100, 400, 600, 800, 4372, 0, 0
666,  100, 400, 600, 800, 4388, 0, 0
666,  100, 400, 600, 800, 4407, 0, 0
666,  100, 400, 600, 800, 4421, 0, 0
666,  100, 400, 600, 800, 4439, 0, 0
666,  100, 400, 600, 800, 4454, 0, 0
666,  100, 400, 600, 800, 4473, 0, 0
666,  100, 400, 600, 800, 4488, 0, 0
666,  100, 400, 600, 800, 4505, 0, 0
666,  100, 400, 600, 800, 4521, 0, 0
666,  100, 400, 600, 800, 4537, 0, 0
666,  100, 400, 600, 800, 4555, 0, 0
666,  100, 400, 600, 800, 4572, 0, 0
666,  100, 400, 600, 800, 4587, 0, 0
666,  100, 400, 600, 800, 4605, 0, 0
666,  100, 400, 600, 800, 4621, 0, 0
666,  100, 400, 600, 800, 4638, 0, 0
666,  100, 400, 600, 800, 4655, 0, 0
666,  100, 400, 600, 800, 4672, 0, 0
666,  100, 400, 600, 800, 4688, 0, 0
666,  100, 400, 600, 800, 4705, 0, 0
666,  100, 400, 600, 800, 4722, 0, 0
666,  100, 400, 600, 800, 4740, 0, 0
666,  100, 400, 600, 800, 4756, 0, 0
666,  100, 400, 600, 800, 4771, 0, 0
666,  100, 400, 600, 800, 4788, 0, 0
666,  100, 400, 600, 800, 4804, 0, 0
666,  100, 400, 600, 800, 4820, 0, 0
666,  100, 400, 600, 800, 4839, 0, 0
666,  100, 400, 600, 800, 4855, 0, 0
666,  100, 400, 600, 800, 4871, 0, 0
666,  100, 400, 600, 800, 4888, 0, 0
666,  100, 400, 600, 800, 4907, 0, 0
666,  100, 400, 600, 800, 4921, 0, 0
666,  100, 400, 600, 800, 4939, 0, 0
666,  100, 400, 600, 800, 4955, 0, 0
666,  100, 400, 600, 800, 4973, 0, 0
666,  100, 400, 600, 800, 4987, 0, 0
666,  100, 400, 600, 800, 5005, 0, 0
666,  100, 400, 600, 800, 5022, 0, 0
666,  100, 400, 600, 800, 5040, 0, 0
666,  100, 400, 600, 800, 5056, 0, 0
666,  100, 400, 600, 800, 5071, 0, 0
666,  100, 400, 600, 800, 5089, 0, 0
666,  100, 400, 600, 800, 5105, 0, 0
666,  100, 400, 600, 800, 5122, 0, 0
666,  100, 400, 600, 800, 5139, 0, 0
666,  100, 400, 600, 800, 5155, 0, 0
666,  100, 400, 600, 800, 5171, 0, 0
666,  100, 400, 600, 800, 5188, 0, 0
666,  100, 400, 600, 800, 5207, 0, 0
666,  100, 400, 600, 800, 5221, 0, 0
666,  100, 400, 600, 800, 5238, 0, 0
666,  100, 400, 600, 800, 5256, 0, 0
666,  100, 400, 600, 800, 5272, 0, 0
666,  100, 400, 600, 800, 5288, 0, 0
666,  100, 400, 600, 800, 5304, 0, 0
666,  100, 400, 600, 800, 5321, 0, 0
666,  100, 400, 600, 800, 5340, 0, 0
666,  100, 400, 600, 800, 5356, 0, 0
666,  100, 400, 600, 800, 5372, 0, 0
666,  100, 400, 600, 800, 5388, 0, 0
666,  100, 400, 600, 800, 5406, 0, 0
666,  100, 400, 600, 800, 5422, 0, 0
666,  100, 400, 600, 800, 5439, 0, 0
666,  100, 400, 600, 800, 5455, 0, 0
666,  100, 400, 600, 800, 5471, 0, 0
666,  100, 400, 600, 800, 5488, 0, 0
666,  100, 400, 600, 800, 5506, 0, 0
666,  100, 400, 600, 800, 5521, 0, 0
666,  100, 400, 600, 800, 5540, 0, 0
666,  100, 400, 600, 800, 5556, 0, 0
666,  100, 400, 600, 800, 5572, 0, 0
666,  100, 400, 600, 800, 5589, 0, 0
