Arduino Time, Sensor 1, Sensor 2, Sensor 3, Sensor 4, Processing Time, Frame #, Condition
666,  100, 400, 600, 800, 579, 0, 0
666,  100, 400, 600, 800, 2979, 0, 0
666,  100, 400, 600, 800, 2994, 0, 0
666,  100, 400, 600, 800, 3012, 0, 0
666,  100, 400, 600, 800, 3028, 0, 0
666,  100, 400, 600, 800, 3048, 0, 0
666,  100, 400, 600, 800, 3064, 0, 0
666,  100, 400, 600, 800, 3078, 0, 0
666,  100, 400, 600, 800, 3095, 0, 0
666,  100, 400, 600, 800, 3115, 0, 0
666,  100, 400, 600, 800, 3129, 0, 0
666,  100, 400, 600, 800, 3147, 0, 0
666,  100, 400, 600, 800, 3163, 0, 0
666,  100, 400, 600, 800, 3178, 0, 0
666,  100, 400, 600, 800, 3197, 0, 0
666,  100, 400, 600, 800, 3217, 0, 0
666,  100, 400, 600, 800, 3229, 0, 0
666,  100, 400, 600, 800, 3246, 0, 0
666,  100, 400, 600, 800, 3263, 0, 0
666,  100, 400, 600, 800, 3281, 0, 0
666,  100, 400, 600, 800, 3297, 0, 0
666,  100, 400, 600, 800, 3323, 0, 0
666,  100, 400, 600, 800, 3331, 0, 0
666,  100, 400, 600, 800, 3346, 0, 0
666,  100, 400, 600, 800, 3362, 0, 0
666,  100, 400, 600, 800, 3379, 0, 0
666,  100, 400, 600, 800, 3397, 0, 0
666,  100, 400, 600, 800, 3413, 0, 0
666,  100, 400, 600, 800, 3430, 0, 0
666,  100, 400, 600, 800, 3447, 0, 0
666,  100, 400, 600, 800, 3464, 0, 0
666,  100, 400, 600, 800, 3478, 0, 0
666,  100, 400, 600, 800, 3496, 0, 0
666,  100, 400, 600, 800, 3513, 0, 0
666,  100, 400, 600, 800, 3529, 0, 0
666,  100, 400, 600, 800, 3548, 0, 0
666,  100, 400, 600, 800, 3563, 0, 0
666,  100, 400, 600, 800, 3581, 0, 0
666,  100, 400, 600, 800, 3597, 0, 0
666,  100, 400, 600, 800, 3612, 0, 0
666,  100, 400, 600, 800, 3628, 0, 0
666,  100, 400, 600, 800, 3646, 0, 0
666,  100, 400, 600, 800, 3665, 0, 0
666,  100, 400, 600, 800, 3678, 0, 0
666,  100, 400, 600, 800, 3696, 0, 0
666,  100, 400, 600, 800, 3711, 0, 0
666,  100, 400, 600, 800, 3730, 0, 0
666,  100, 400, 600, 800, 3747, 0, 0
666,  100, 400, 600, 800, 3763, 0, 0
666,  100, 400, 600, 800, 3778, 0, 0
666,  100, 400, 600, 800, 3796, 0, 0
666,  100, 400, 600, 800, 3813, 0, 0
666,  100, 400, 600, 800, 3828, 0, 0
