Arduino Time, Sensor 1, Sensor 2, Sensor 3, Sensor 4, Processing Time, Frame #, Condition
666,  100, 400, 600, 800, 816, 0, 0
2675, 0, 0, 0, 0, 4781, 0, 0
2696, 0, 0, 0, 0, 4806, 0, 0
2706, 0, 0, 0, 0, 4811, 0, 0
2731, 0, 0, 0, 0, 4842, 0, 0
2751, 0, 0, 0, 0, 4856, 0, 0
2770, 0, 0, 0, 0, 4872, 0, 0
2786, 0, 0, 0, 0, 4890, 0, 0
2826, 0, 0, 0, 0, 4933, 0, 0
2850, 0, 0, 0, 0, 4957, 0, 0
2871, 0, 0, 0, 0, 4974, 0, 0
2881, 0, 0, 0, 0, 4987, 0, 0
2900, 0, 0, 0, 0, 5010, 0, 0
2921, 0, 0, 3, 0, 5021, 0, 0
2931, 0, 0, 1, 0, 5037, 0, 0
2951, 0, 0, 0, 0, 5055, 0, 0
2971, 0, 0, 2, 0, 5072, 0, 0
2985, 0, 0, 1, 0, 5087, 0, 0
3001, 0, 0, 3, 0, 5104, 0, 0
3016, 0, 0, 1, 0, 5121, 0, 0
3036, 0, 0, 2, 0, 5138, 0, 0
3051, 0, 0, 1, 0, 5155, 0, 0
3065, 0, 0, 1, 0, 5175, 0, 0
3086, 0, 0, 2, 0, 5191, 0, 0
3106, 0, 0, 3, 0, 5207, 0, 0
3116, 0, 0, 3, 0, 5220, 0, 0
3136, 0, 0, 3, 0, 5238, 0, 0
3150, 0, 0, 2, 0, 5258, 0, 0
3171, 0, 0, 3, 0, 5275, 0, 0
3181, 0, 0, 2, 0, 5287, 0, 0
3201, 0, 0, 2, 0, 5307, 0, 0
3216, 0, 0, 3, 0, 5320, 0, 0
3236, 0, 0, 1, 0, 5341, 0, 0
3251, 0, 0, 2, 0, 5354, 0, 0
3266, 0, 0, 1, 0, 5372, 0, 0
3286, 0, 0, 2, 0, 5387, 0, 0
3306, 0, 0, 2, 0, 5408, 0, 0
3325, 0, 0, 3, 0, 5426, 0, 0
3331, 0, 0, 3, 0, 5440, 0, 0
3356, 0, 0, 4, 0, 5458, 0, 0
3365, 0, 0, 2, 0, 5470, 0, 0
3386, 0, 0, 3, 0, 5491, 0, 0
3401, 0, 0, 2, 0, 5505, 0, 0
3416, 0, 0, 2, 0, 5521, 0, 0
3431, 0, 0, 1, 0, 5537, 0, 0
3451, 0, 0, 2, 0, 5557, 0, 0
3466, 0, 0, 3, 0, 5574, 0, 0
3486, 0, 0, 2, 0, 5588, 0, 0
3501, 0, 0, 3, 0, 5605, 0, 0
3516, 0, 0, 3, 0, 5621, 0, 0
3536, 0, 0, 2, 0, 5638, 0, 0
3551, 0, 0, 2, 0, 5654, 0, 0
3566, 0, 0, 1, 0, 5673, 0, 0
3581, 0, 0, 2, 0, 5688, 0, 0
3601, 0, 0, 0, 0, 5705, 0, 0
3616, 0, 0, 0, 0, 5720, 0, 0
3631, 0, 0, 0, 0, 5737, 0, 0
3646, 0, 0, 0, 0, 5754, 0, 0
3671, 0, 0, 0, 0, 5772, 0, 0
3681, 0, 0, 0, 0, 5792, 0, 0
3701, 0, 0, 0, 0, 5805, 0, 0
3716, 0, 0, 0, 0, 5833, 0, 0
3736, 0, 0, 0, 0, 5841, 0, 0
3756, 0, 0, 0, 0, 5859, 0, 0
3771, 0, 0, 0, 0, 5875, 0, 0
3786, 0, 0, 0, 0, 5892, 0, 0
3806, 0, 0, 0, 0, 5909, 0, 0
3821, 0, 0, 0, 0, 5925, 0, 0
3836, 0, 0, 0, 0, 5942, 0, 0
3856, 0, 0, 0, 5, 5959, 0, 0
3871, 0, 0, 0, 6, 5975, 0, 0
3886, 0, 0, 0, 8, 5992, 0, 0
3901, 0, 0, 0, 7, 6009, 0, 0
3921, 0, 0, 0, 3, 6026, 0, 0
3941, 0, 0, 0, 11, 6042, 0, 0
3956, 0, 0, 0, 8, 6059, 0, 0
3972, 0, 0, 0, 9, 6074, 0, 0
3986, 0, 0, 0, 8, 6092, 0, 0
4006, 0, 0, 0, 7, 6108, 0, 0
4017, 0, 0, 0, 1, 6125, 0, 0
4031, 0, 0, 0, 0, 6142, 0, 0
4051, 0, 0, 0, 0, 6157, 0, 0
4071, 0, 0, 0, 1, 6175, 0, 0
4086, 0, 0, 0, 8, 6191, 0, 0
4102, 0, 0, 0, 19, 6208, 0, 0
4117, 0, 0, 0, 35, 6225, 0, 0
4136, 0, 0, 0, 40, 6241, 0, 0
4157, 0, 0, 0, 35, 6259, 0, 0
4167, 0, 0, 0, 41, 6277, 0, 0
4183, 0, 0, 0, 50, 6292, 0, 0
4202, 0, 0, 0, 76, 6308, 0, 0
4217, 0, 0, 0, 99, 6325, 0, 0
4238, 0, 0, 0, 157, 6343, 0, 0
4248, 0, 0, 0, 182, 6359, 0, 0
4274, 0, 0, 0, 249, 6377, 0, 0
4289, 0, 0, 0, 284, 6392, 0, 0
4299, 0, 0, 0, 310, 6410, 0, 0
4320, 0, 0, 0, 361, 6425, 0, 0
4335, 0, 0, 0, 394, 6443, 0, 0
4349, 0, 0, 0, 419, 6458, 0, 0
4370, 0, 0, 0, 453, 6477, 0, 0
4385, 0, 0, 0, 484, 6491, 0, 0
4406, 0, 0, 0, 518, 6510, 0, 0
4416, 0, 0, 0, 533, 6525, 0, 0
4431, 0, 0, 0, 548, 6542, 0, 0
4452, 0, 0, 0, 565, 6560, 0, 0
4467, 0, 0, 0, 569, 6576, 0, 0
4483, 0, 0, 0, 575, 6592, 0, 0
4503, 0, 0, 0, 573, 6608, 0, 0
4518, 0, 0, 0, 572, 6626, 0, 0
4534, 0, 0, 0, 567, 6640, 0, 0
4554, 0, 0, 0, 558, 6658, 0, 0
4564, 0, 0, 0, 551, 6675, 0, 0
4585, 0, 0, 0, 522, 6694, 0, 0
4599, 0, 0, 0, 489, 6708, 0, 0
4620, 0, 0, 0, 438, 6725, 0, 0
4635, 0, 0, 0, 375, 6741, 0, 0
4651, 0, 0, 0, 315, 6757, 0, 0
4671, 0, 0, 0, 220, 6777, 0, 0
4681, 0, 0, 0, 173, 6792, 0, 0
4702, 0, 0, 0, 101, 6808, 0, 0
4717, 0, 0, 0, 69, 6824, 0, 0
4738, 0, 0, 0, 40, 6843, 0, 0
4752, 0, 0, 0, 34, 6858, 0, 0
4767, 0, 0, 0, 37, 6876, 0, 0
4788, 0, 0, 0, 26, 6891, 0, 0
4803, 0, 0, 0, 24, 6911, 0, 0
4818, 0, 0, 0, 26, 6925, 0, 0
4833, 0, 0, 0, 31, 6941, 0, 0
4853, 0, 0, 0, 40, 6958, 0, 0
4869, 0, 0, 0, 44, 6974, 0, 0
4884, 0, 0, 0, 51, 6991, 0, 0
4903, 0, 0, 0, 51, 7009, 0, 0
4919, 0, 0, 0, 47, 7026, 0, 0
4939, 0, 0, 0, 53, 7043, 0, 0
4950, 0, 0, 0, 55, 7059, 0, 0
4970, 0, 0, 0, 60, 7075, 0, 0
4984, 0, 0, 0, 66, 7093, 0, 0
5005, 0, 0, 0, 73, 7112, 0, 0
5020, 0, 0, 0, 81, 7126, 0, 0
5036, 0, 0, 0, 111, 7142, 0, 0
5051, 0, 0, 0, 156, 7158, 0, 0
5070, 0, 0, 0, 206, 7175, 0, 0
5086, 0, 0, 0, 252, 7191, 0, 0
5101, 0, 0, 0, 302, 7208, 0, 0
5116, 0, 0, 0, 354, 7225, 0, 0
5132, 0, 0, 0, 389, 7241, 0, 0
5152, 0, 0, 0, 431, 7261, 0, 0
5173, 0, 0, 0, 459, 7277, 0, 0
5188, 0, 0, 0, 476, 7292, 0, 0
5203, 0, 0, 0, 485, 7309, 0, 0
5219, 0, 0, 0, 494, 7325, 0, 0
5234, 0, 0, 0, 499, 7343, 0, 0
5255, 0, 0, 0, 502, 7357, 0, 0
5270, 0, 0, 0, 504, 7374, 0, 0
5285, 0, 0, 0, 505, 7392, 0, 0
5301, 0, 0, 0, 501, 7408, 0, 0
5320, 0, 0, 0, 494, 7425, 0, 0
5341, 0, 0, 0, 483, 7443, 0, 0
5351, 0, 0, 0, 477, 7457, 0, 0
5366, 0, 0, 0, 463, 7474, 0, 0
5382, 0, 0, 0, 444, 7492, 0, 0
5402, 0, 0, 0, 406, 7511, 0, 0
5417, 0, 0, 0, 378, 7524, 0, 0
5438, 0, 0, 0, 347, 7543, 0, 0
5453, 0, 0, 0, 313, 7559, 0, 0
5469, 0, 0, 0, 272, 7576, 0, 0
5484, 0, 0, 0, 238, 7591, 0, 0
5505, 0, 0, 0, 196, 7608, 0, 0
5520, 0, 0, 0, 178, 7624, 0, 0
5535, 0, 0, 0, 168, 7641, 0, 0
5550, 0, 0, 0, 159, 7659, 0, 0
5565, 0, 0, 0, 155, 7675, 0, 0
5585, 0, 0, 0, 159, 7691, 0, 0
5601, 0, 0, 0, 171, 7707, 0, 0
5621, 0, 0, 0, 196, 7727, 0, 0
5632, 0, 0, 0, 211, 7741, 0, 0
5652, 0, 0, 0, 265, 7759, 0, 0
5672, 0, 0, 0, 310, 7774, 0, 0
5688, 0, 0, 0, 337, 7791, 0, 0
5703, 0, 0, 0, 353, 7809, 0, 0
5719, 0, 0, 0, 377, 7825, 0, 0
5734, 0, 0, 0, 386, 7841, 0, 0
5749, 0, 0, 0, 394, 7857, 0, 0
5770, 0, 0, 0, 394, 7875, 0, 0
5785, 0, 0, 0, 390, 7891, 0, 0
5799, 0, 0, 0, 384, 7907, 0, 0
5815, 0, 0, 0, 375, 7924, 0, 0
5835, 0, 0, 0, 367, 7941, 0, 0
5856, 0, 0, 0, 369, 7959, 0, 0
5871, 0, 0, 0, 375, 7975, 0, 0
5886, 0, 0, 0, 381, 7992, 0, 0
5902, 0, 0, 0, 387, 8009, 0, 0
5922, 0, 0, 0, 397, 8024, 0, 0
5933, 0, 0, 0, 402, 8041, 0, 0
5943, 0, 0, 0, 405, 8059, 0, 0
5968, 0, 0, 0, 411, 8075, 0, 0
5984, 0, 0, 0, 409, 8094, 0, 0
6004, 0, 0, 0, 406, 8108, 0, 0
6020, 0, 0, 0, 391, 8125, 0, 0
6034, 0, 0, 0, 361, 8141, 0, 0
6049, 0, 0, 0, 319, 8159, 0, 0
6070, 0, 0, 0, 267, 8175, 0, 0
6085, 0, 0, 0, 253, 8191, 0, 0
6106, 0, 0, 0, 232, 8209, 0, 0
6121, 0, 0, 0, 230, 8227, 0, 0
6136, 0, 0, 0, 240, 8241, 0, 0
6152, 0, 0, 0, 261, 8258, 0, 0
6172, 0, 0, 0, 287, 8276, 0, 0
6188, 0, 0, 0, 308, 8292, 0, 0
6203, 0, 0, 0, 322, 8310, 0, 0
6218, 0, 0, 0, 338, 8326, 0, 0
6234, 0, 0, 0, 345, 8341, 0, 0
6254, 0, 0, 0, 355, 8358, 0, 0
6269, 0, 0, 0, 355, 8374, 0, 0
6284, 0, 0, 0, 353, 8392, 0, 0
6304, 0, 0, 0, 345, 8410, 0, 0
6315, 0, 0, 0, 338, 8424, 0, 0
6335, 0, 0, 0, 305, 8444, 0, 0
6355, 0, 0, 0, 263, 8459, 0, 0
6366, 0, 0, 0, 247, 8475, 0, 0
6381, 0, 0, 0, 212, 8492, 0, 0
6396, 0, 0, 0, 162, 8508, 0, 0
6422, 0, 0, 0, 66, 8524, 0, 0
6437, 0, 0, 0, 21, 8541, 0, 0
6452, 0, 0, 0, 2, 8559, 0, 0
6467, 0, 0, 0, 0, 8576, 0, 0
6488, 0, 0, 1, 0, 8592, 0, 0
6507, 0, 0, 0, 0, 8611, 0, 0
6517, 0, 0, 0, 0, 8625, 0, 0
6537, 0, 0, 1, 0, 8643, 0, 0
6552, 0, 0, 2, 0, 8658, 0, 0
6573, 0, 0, 2, 0, 8676, 0, 0
6582, 0, 0, 2, 0, 8691, 0, 0
6602, 0, 0, 2, 0, 8710, 0, 0
6622, 0, 0, 2, 0, 8727, 0, 0
6632, 0, 0, 2, 0, 8744, 0, 0
6652, 0, 0, 2, 0, 8760, 0, 0
6667, 0, 0, 2, 0, 8775, 0, 0
6687, 0, 0, 2, 0, 8791, 0, 0
6703, 0, 0, 3, 0, 8807, 0, 0
6717, 0, 0, 2, 0, 8825, 0, 0
6737, 0, 0, 3, 0, 8842, 0, 0
6757, 0, 0, 2, 0, 8861, 0, 0
6767, 0, 0, 3, 0, 8875, 0, 0
