Arduino Time, Sensor 1, Sensor 2, Sensor 3, Sensor 4, Processing Time, Frame #, Condition
666,  100, 400, 600, 800, 389, 0, 0
666,  100, 400, 600, 800, 3390, 0, 0
666,  100, 400, 600, 800, 3407, 0, 0
666,  100, 400, 600, 800, 3424, 0, 0
666,  100, 400, 600, 800, 3441, 0, 0
666,  100, 400, 600, 800, 3457, 0, 0
666,  100, 400, 600, 800, 3477, 0, 0
666,  100, 400, 600, 800, 3491, 0, 0
666,  100, 400, 600, 800, 3513, 0, 0
666,  100, 400, 600, 800, 3526, 0, 0
666,  100, 400, 600, 800, 3540, 0, 0
666,  100, 400, 600, 800, 3559, 0, 0
666,  100, 400, 600, 800, 3573, 0, 0
666,  100, 400, 600, 800, 3595, 0, 0
666,  100, 400, 600, 800, 3609, 0, 0
666,  100, 400, 600, 800, 3630, 0, 0
666,  100, 400, 600, 800, 3641, 0, 0
666,  100, 400, 600, 800, 3659, 0, 0
666,  100, 400, 600, 800, 3674, 0, 0
666,  100, 400, 600, 800, 3691, 0, 0
666,  100, 400, 600, 800, 3707, 0, 0
666,  100, 400, 600, 800, 3730, 0, 0
666,  100, 400, 600, 800, 3740, 0, 0
666,  100, 400, 600, 800, 3776, 0, 0
666,  100, 400, 600, 800, 3782, 0, 0
666,  100, 400, 600, 800, 3799, 0, 0
666,  100, 400, 600, 800, 3817, 0, 0
666,  100, 400, 600, 800, 3832, 0, 0
666,  100, 400, 600, 800, 3849, 0, 0
666,  100, 400, 600, 800, 3867, 0, 0
666,  100, 400, 600, 800, 3883, 0, 0
666,  100, 400, 600, 800, 3899, 0, 0
666,  100, 400, 600, 800, 3921, 0, 0
666,  100, 400, 600, 800, 3934, 0, 0
666,  100, 400, 600, 800, 3951, 0, 0
666,  100, 400, 600, 800, 3966, 0, 0
666,  100, 400, 600, 800, 3983, 0, 0
666,  100, 400, 600, 800, 4001, 0, 0
666,  100, 400, 600, 800, 4019, 0, 0
666,  100, 400, 600, 800, 4035, 0, 0
666,  100, 400, 600, 800, 4051, 0, 0
666,  100, 400, 600, 800, 4071, 0, 0
666,  100, 400, 600, 800, 4084, 0, 0
666,  100, 400, 600, 800, 4101, 0, 0
666,  100, 400, 600, 800, 4116, 0, 0
666,  100, 400, 600, 800, 4133, 0, 0
666,  100, 400, 600, 800, 4153, 0, 0
666,  100, 400, 600, 800, 4170, 0, 0
666,  100, 400, 600, 800, 4183, 0, 0
666,  100, 400, 600, 800, 4202, 0, 0
666,  100, 400, 600, 800, 4219, 0, 0
666,  100, 400, 600, 800, 4233, 0, 0
666,  100, 400, 600, 800, 4257, 0, 0
666,  100, 400, 600, 800, 4270, 0, 0
666,  100, 400, 600, 800, 4287, 0, 0
666,  100, 400, 600, 800, 4303, 0, 0
666,  100, 400, 600, 800, 4320, 0, 0
666,  100, 400, 600, 800, 4339, 0, 0
666,  100, 400, 600, 800, 4354, 0, 0
666,  100, 400, 600, 800, 4370, 0, 0
666,  100, 400, 600, 800, 4387, 0, 0
666,  100, 400, 600, 800, 4404, 0, 0
666,  100, 400, 600, 800, 4421, 0, 0
666,  100, 400, 600, 800, 4438, 0, 0
666,  100, 400, 600, 800, 4456, 0, 0
666,  100, 400, 600, 800, 4474, 0, 0
666,  100, 400, 600, 800, 4487, 0, 0
666,  100, 400, 600, 800, 4510, 0, 0
666,  100, 400, 600, 800, 4520, 0, 0
666,  100, 400, 600, 800, 4539, 0, 0
666,  100, 400, 600, 800, 4557, 0, 0
666,  100, 400, 600, 800, 4571, 0, 0
666,  100, 400, 600, 800, 4588, 0, 0
666,  100, 400, 600, 800, 4604, 0, 0
666,  100, 400, 600, 800, 4623, 0, 0
666,  100, 400, 600, 800, 4637, 0, 0
666,  100, 400, 600, 800, 4657, 0, 0
666,  100, 400, 600, 800, 4672, 0, 0
666,  100, 400, 600, 800, 4689, 0, 0
666,  100, 400, 600, 800, 4707, 0, 0
666,  100, 400, 600, 800, 4721, 0, 0
666,  100, 400, 600, 800, 4740, 0, 0
666,  100, 400, 600, 800, 4758, 0, 0
666,  100, 400, 600, 800, 4773, 0, 0
666,  100, 400, 600, 800, 4790, 0, 0
666,  100, 400, 600, 800, 4806, 0, 0
666,  100, 400, 600, 800, 4822, 0, 0
666,  100, 400, 600, 800, 4839, 0, 0
666,  100, 400, 600, 800, 4856, 0, 0
666,  100, 400, 600, 800, 4872, 0, 0
666,  100, 400, 600, 800, 4892, 0, 0
666,  100, 400, 600, 800, 4912, 0, 0
666,  100, 400, 600, 800, 4926, 0, 0
666,  100, 400, 600, 800, 4942, 0, 0
666,  100, 400, 600, 800, 4962, 0, 0
666,  100, 400, 600, 800, 4974, 0, 0
666,  100, 400, 600, 800, 5010, 0, 0
666,  100, 400, 600, 800, 5023, 0, 0
666,  100, 400, 600, 800, 5042, 0, 0
666,  100, 400, 600, 800, 5068, 0, 0
666,  100, 400, 600, 800, 5085, 0, 0
666,  100, 400, 600, 800, 5100, 0, 0
666,  100, 400, 600, 800, 5119, 0, 0
666,  100, 400, 600, 800, 5139, 0, 0
666,  100, 400, 600, 800, 5157, 0, 0
666,  100, 400, 600, 800, 5174, 0, 0
666,  100, 400, 600, 800, 5190, 0, 0
666,  100, 400, 600, 800, 5210, 0, 0
666,  100, 400, 600, 800, 5230, 0, 0
666,  100, 400, 600, 800, 5244, 0, 0
666,  100, 400, 600, 800, 5260, 0, 0
666,  100, 400, 600, 800, 5282, 0, 0
666,  100, 400, 600, 800, 5300, 0, 0
666,  100, 400, 600, 800, 5315, 0, 0
666,  100, 400, 600, 800, 5333, 0, 0
666,  100, 400, 600, 800, 5349, 0, 0
666,  100, 400, 600, 800, 5366, 0, 0
666,  100, 400, 600, 800, 5384, 0, 0
666,  100, 400, 600, 800, 5398, 0, 0
666,  100, 400, 600, 800, 5416, 0, 0
666,  100, 400, 600, 800, 5434, 0, 0
666,  100, 400, 600, 800, 5450, 0, 0
666,  100, 400, 600, 800, 5469, 0, 0
666,  100, 400, 600, 800, 5486, 0, 0
666,  100, 400, 600, 800, 5513, 0, 0
666,  100, 400, 600, 800, 5541, 0, 0
666,  100, 400, 600, 800, 5578, 0, 0
666,  100, 400, 600, 800, 5597, 0, 0
666,  100, 400, 600, 800, 5611, 0, 0
666,  100, 400, 600, 800, 5630, 0, 0
666,  100, 400, 600, 800, 5647, 0, 0
666,  100, 400, 600, 800, 5663, 0, 0
666,  100, 400, 600, 800, 5678, 0, 0
666,  100, 400, 600, 800, 5695, 0, 0
666,  100, 400, 600, 800, 5712, 0, 0
666,  100, 400, 600, 800, 5728, 0, 0
666,  100, 400, 600, 800, 5744, 0, 0
666,  100, 400, 600, 800, 5764, 0, 0
666,  100, 400, 600, 800, 5777, 0, 0
666,  100, 400, 600, 800, 5795, 0, 0
666,  100, 400, 600, 800, 5813, 0, 0
666,  100, 400, 600, 800, 5828, 0, 0
666,  100, 400, 600, 800, 5846, 0, 0
666,  100, 400, 600, 800, 5863, 0, 0
666,  100, 400, 600, 800, 5879, 0, 0
666,  100, 400, 600, 800, 5894, 0, 0
666,  100, 400, 600, 800, 5911, 0, 0
666,  100, 400, 600, 800, 5927, 0, 0
666,  100, 400, 600, 800, 5943, 0, 0
666,  100, 400, 600, 800, 5963, 0, 0
666,  100, 400, 600, 800, 5980, 0, 0
666,  100, 400, 600, 800, 5995, 0, 0
666,  100, 400, 600, 800, 6010, 0, 0
666,  100, 400, 600, 800, 6031, 0, 0
666,  100, 400, 600, 800, 6044, 0, 0
666,  100, 400, 600, 800, 6063, 0, 0
666,  100, 400, 600, 800, 6080, 0, 0
666,  100, 400, 600, 800, 6095, 0, 0
666,  100, 400, 600, 800, 6111, 0, 0
666,  100, 400, 600, 800, 6128, 0, 0
666,  100, 400, 600, 800, 6146, 0, 0
666,  100, 400, 600, 800, 6163, 0, 0
666,  100, 400, 600, 800, 6179, 0, 0
666,  100, 400, 600, 800, 6194, 0, 0
666,  100, 400, 600, 800, 6213, 0, 0
666,  100, 400, 600, 800, 6228, 0, 0
666,  100, 400, 600, 800, 6246, 0, 0
666,  100, 400, 600, 800, 6262, 0, 0
666,  100, 400, 600, 800, 6281, 0, 0
666,  100, 400, 600, 800, 6296, 0, 0
666,  100, 400, 600, 800, 6311, 0, 0
666,  100, 400, 600, 800, 6329, 0, 0
666,  100, 400, 600, 800, 6347, 0, 0
666,  100, 400, 600, 800, 6363, 0, 0
666,  100, 400, 600, 800, 6377, 0, 0
666,  100, 400, 600, 800, 6394, 0, 0
666,  100, 400, 600, 800, 6414, 0, 0
666,  100, 400, 600, 800, 6429, 0, 0
666,  100, 400, 600, 800, 6446, 0, 0
666,  100, 400, 600, 800, 6463, 0, 0
666,  100, 400, 600, 800, 6478, 0, 0
666,  100, 400, 600, 800, 6498, 0, 0
666,  100, 400, 600, 800, 6513, 0, 0
666,  100, 400, 600, 800, 6528, 0, 0
666,  100, 400, 600, 800, 6547, 0, 0
666,  100, 400, 600, 800, 6568, 0, 0
666,  100, 400, 600, 800, 6578, 0, 0
666,  100, 400, 600, 800, 6595, 0, 0
666,  100, 400, 600, 800, 6611, 0, 0
666,  100, 400, 600, 800, 6630, 0, 0
666,  100, 400, 600, 800, 6646, 0, 0
666,  100, 400, 600, 800, 6661, 0, 0
666,  100, 400, 600, 800, 6679, 0, 0
666,  100, 400, 600, 800, 6695, 0, 0
666,  100, 400, 600, 800, 6714, 0, 0
666,  100, 400, 600, 800, 6729, 0, 0
666,  100, 400, 600, 800, 6745, 0, 0
666,  100, 400, 600, 800, 6761, 0, 0
666,  100, 400, 600, 800, 6780, 0, 0
666,  100, 400, 600, 800, 6800, 0, 0
666,  100, 400, 600, 800, 6813, 0, 0
666,  100, 400, 600, 800, 6831, 0, 0
666,  100, 400, 600, 800, 6844, 0, 0
666,  100, 400, 600, 800, 6863, 0, 0
666,  100, 400, 600, 800, 6879, 0, 0
666,  100, 400, 600, 800, 6894, 0, 0
666,  100, 400, 600, 800, 6915, 0, 0
666,  100, 400, 600, 800, 6931, 0, 0
666,  100, 400, 600, 800, 6945, 0, 0
666,  100, 400, 600, 800, 6963, 0, 0
666,  100, 400, 600, 800, 6978, 0, 0
666,  100, 400, 600, 800, 6996, 0, 0
666,  100, 400, 600, 800, 7014, 0, 0
666,  100, 400, 600, 800, 7030, 0, 0
666,  100, 400, 600, 800, 7047, 0, 0
666,  100, 400, 600, 800, 7063, 0, 0
666,  100, 400, 600, 800, 7079, 0, 0
