Arduino Time, Sensor 1, Sensor 2, Sensor 3, Sensor 4, Processing Time, Frame #, Condition
28138, 0, 5, 10, 14, 332, 0, 0
3956, 0, 5, 10, 15, 5741, 0, 0
3972, 0, 5, 10, 14, 5755, 0, 0
3986, 0, 5, 11, 16, 5771, 0, 0
4037, 0, 5, 10, 15, 5822, 0, 0
4058, 0, 5, 10, 15, 5841, 0, 0
4073, 0, 4, 10, 14, 5855, 0, 0
4088, 0, 5, 11, 15, 5873, 0, 0
4104, 0, 5, 11, 15, 5889, 0, 0
4124, 0, 5, 10, 15, 5906, 0, 0
4140, 0, 4, 10, 15, 5924, 0, 0
4154, 0, 5, 10, 14, 5940, 0, 0
4174, 0, 5, 10, 14, 5958, 0, 0
4185, 0, 5, 11, 15, 5983, 0, 0
4205, 0, 5, 11, 16, 5991, 0, 0
4226, 0, 5, 11, 15, 6009, 0, 0
4241, 0, 5, 10, 15, 6025, 0, 0
4256, 0, 4, 9, 14, 6041, 0, 0
4272, 0, 5, 10, 14, 6057, 0, 0
4292, 0, 4, 10, 15, 6076, 0, 0
4307, 0, 5, 10, 15, 6091, 0, 0
4323, 0, 4, 10, 15, 6107, 0, 0
4338, 0, 5, 10, 14, 6124, 0, 0
4353, 0, 5, 10, 14, 6140, 0, 0
4373, 0, 4, 10, 14, 6159, 0, 0
4393, 0, 5, 10, 14, 6174, 0, 0
4404, 0, 5, 11, 16, 6190, 0, 0
4424, 0, 5, 11, 16, 6208, 0, 0
4440, 0, 4, 10, 15, 6224, 0, 0
4455, 0, 4, 9, 14, 6241, 0, 0
4475, 0, 4, 10, 14, 6257, 0, 0
4491, 0, 5, 10, 15, 6275, 0, 0
4506, 0, 5, 12, 17, 6292, 0, 0
4521, 5, 10, 14, 18, 6310, 0, 0
4537, 11, 18, 20, 23, 6325, 0, 0
4557, 24, 27, 29, 31, 6341, 0, 0
4573, 20, 24, 28, 32, 6359, 0, 0
4588, 16, 22, 27, 31, 6374, 0, 0
4603, 11, 17, 22, 28, 6391, 0, 0
4620, 6, 14, 19, 24, 6407, 0, 0
4640, 0, 7, 14, 20, 6425, 0, 0
4656, 0, 5, 10, 15, 6440, 0, 0
4676, 0, 5, 10, 15, 6459, 0, 0
4690, 0, 5, 10, 15, 6475, 0, 0
4711, 0, 5, 10, 15, 6498, 0, 0
4726, 0, 6, 11, 16, 6518, 0, 0
4747, 5, 12, 16, 19, 6534, 0, 0
4762, 15, 21, 23, 25, 6549, 0, 0
4777, 18, 23, 26, 29, 6566, 0, 0
4799, 26, 31, 34, 36, 6581, 0, 0
4809, 42, 42, 42, 43, 6598, 0, 0
4830, 85, 82, 78, 73, 6616, 0, 0
4846, 170, 158, 144, 130, 6631, 0, 0
4868, 284, 273, 257, 238, 6650, 0, 0
4878, 310, 299, 288, 274, 6665, 0, 0
4889, 321, 318, 309, 299, 6683, 0, 0
4911, 344, 334, 327, 320, 6698, 0, 0
4932, 355, 347, 342, 336, 6716, 0, 0
4942, 350, 345, 342, 338, 6731, 0, 0
4964, 361, 359, 353, 347, 6747, 0, 0
4980, 367, 363, 357, 351, 6765, 0, 0
4997, 366, 365, 359, 353, 6781, 0, 0
5012, 376, 370, 364, 358, 6799, 0, 0
5028, 369, 364, 359, 355, 6817, 0, 0
5045, 337, 338, 339, 340, 6833, 0, 0
5061, 263, 269, 276, 285, 6848, 0, 0
5078, 153, 158, 175, 192, 6866, 0, 0
5093, 48, 63, 80, 99, 6882, 0, 0
5113, 3, 10, 19, 30, 6901, 0, 0
5129, 0, 6, 12, 18, 6917, 0, 0
5144, 0, 5, 11, 17, 6933, 0, 0
5159, 0, 5, 10, 15, 6948, 0, 0
5180, 0, 4, 11, 16, 6966, 0, 0
5195, 0, 5, 10, 15, 6982, 0, 0
5211, 0, 5, 10, 15, 6998, 0, 0
5231, 0, 4, 10, 15, 7015, 0, 0
5246, 0, 5, 11, 15, 7034, 0, 0
5262, 0, 5, 11, 16, 7049, 0, 0
5282, 0, 5, 11, 15, 7067, 0, 0
5298, 0, 4, 10, 15, 7082, 0, 0
5313, 0, 5, 10, 15, 7098, 0, 0
5327, 0, 5, 11, 15, 7115, 0, 0
5343, 0, 5, 11, 16, 7131, 0, 0
5363, 0, 5, 11, 16, 7148, 0, 0
5379, 0, 4, 10, 15, 7165, 0, 0
5394, 0, 4, 10, 14, 7181, 0, 0
5414, 0, 5, 10, 14, 7198, 0, 0
5430, 0, 5, 11, 15, 7216, 0, 0
5445, 0, 5, 11, 16, 7231, 0, 0
5466, 0, 5, 11, 16, 7249, 0, 0
5481, 0, 5, 10, 15, 7266, 0, 0
5496, 0, 5, 10, 15, 7282, 0, 0
5512, 0, 5, 10, 15, 7301, 0, 0
5531, 0, 5, 11, 15, 7315, 0, 0
5547, 0, 4, 11, 15, 7333, 0, 0
5562, 0, 5, 11, 16, 7348, 0, 0
5577, 0, 5, 10, 15, 7365, 0, 0
5593, 0, 5, 10, 14, 7383, 0, 0
5613, 0, 5, 10, 14, 7398, 0, 0
5628, 0, 5, 11, 15, 7415, 0, 0
5649, 6, 13, 16, 19, 7434, 0, 0
5664, 7, 15, 20, 23, 7448, 0, 0
5680, 14, 18, 22, 26, 7467, 0, 0
5695, 18, 22, 26, 28, 7483, 0, 0
5715, 34, 41, 42, 42, 7500, 0, 0
5732, 50, 50, 50, 50, 7516, 0, 0
5747, 55, 57, 57, 57, 7534, 0, 0
5763, 78, 72, 71, 69, 7549, 0, 0
5783, 97, 95, 93, 89, 7567, 0, 0
5794, 104, 107, 104, 100, 7582, 0, 0
5810, 132, 131, 126, 120, 7598, 0, 0
5831, 182, 176, 170, 162, 7616, 0, 0
5842, 206, 199, 191, 183, 7632, 0, 0
5859, 231, 222, 215, 208, 7648, 0, 0
5880, 222, 224, 223, 220, 7668, 0, 0
5896, 231, 229, 225, 221, 7681, 0, 0
5912, 229, 226, 223, 220, 7698, 0, 0
5928, 234, 231, 227, 223, 7715, 0, 0
5945, 244, 240, 236, 232, 7732, 0, 0
5960, 255, 252, 247, 242, 7750, 0, 0
5977, 258, 252, 249, 245, 7764, 0, 0
5998, 261, 258, 253, 249, 7782, 0, 0
6014, 264, 264, 259, 254, 7798, 0, 0
6031, 262, 259, 255, 252, 7814, 0, 0
6047, 256, 253, 251, 248, 7832, 0, 0
6063, 235, 232, 232, 232, 7848, 0, 0
6079, 217, 211, 212, 213, 7865, 0, 0
6095, 182, 182, 184, 186, 7881, 0, 0
6112, 127, 133, 141, 148, 7899, 0, 0
6127, 53, 64, 76, 90, 7914, 0, 0
6149, 6, 17, 27, 37, 7933, 0, 0
6164, 0, 7, 13, 21, 7950, 0, 0
6179, 0, 5, 11, 16, 7965, 0, 0
6199, 0, 5, 11, 16, 7988, 0, 0
6214, 0, 5, 10, 15, 7999, 0, 0
6230, 0, 5, 10, 15, 8017, 0, 0
6245, 0, 4, 11, 15, 8032, 0, 0
6260, 0, 4, 10, 15, 8048, 0, 0
6281, 0, 5, 11, 16, 8065, 0, 0
6296, 0, 4, 10, 15, 8082, 0, 0
6311, 0, 4, 9, 14, 8098, 0, 0
6327, 0, 5, 11, 15, 8115, 0, 0
6342, 0, 5, 11, 16, 8131, 0, 0
6363, 0, 5, 11, 16, 8148, 0, 0
6377, 0, 5, 10, 15, 8164, 0, 0
6397, 0, 4, 10, 15, 8183, 0, 0
6413, 0, 4, 10, 15, 8199, 0, 0
6428, 0, 5, 11, 15, 8215, 0, 0
6449, 0, 5, 10, 15, 8233, 0, 0
6464, 0, 4, 10, 15, 8249, 0, 0
6479, 0, 5, 10, 15, 8266, 0, 0
