Arduino Time, Sensor 1, Sensor 2, Sensor 3, Sensor 4, Processing Time, Frame #, Condition
666,  100, 400, 600, 800, 334, 0, 0
666,  100, 400, 600, 800, 2572, 0, 0
666,  100, 400, 600, 800, 2590, 0, 0
666,  100, 400, 600, 800, 2605, 0, 0
666,  100, 400, 600, 800, 2622, 0, 0
666,  100, 400, 600, 800, 2641, 0, 0
666,  100, 400, 600, 800, 2655, 0, 0
666,  100, 400, 600, 800, 2675, 0, 0
666,  100, 400, 600, 800, 2689, 0, 0
666,  100, 400, 600, 800, 2707, 0, 0
666,  100, 400, 600, 800, 2722, 0, 0
666,  100, 400, 600, 800, 2740, 0, 0
666,  100, 400, 600, 800, 2755, 0, 0
666,  100, 400, 600, 800, 2777, 0, 0
666,  100, 400, 600, 800, 2789, 0, 0
666,  100, 400, 600, 800, 2812, 0, 0
666,  100, 400, 600, 800, 2822, 0, 0
666,  100, 400, 600, 800, 2839, 0, 0
666,  100, 400, 600, 800, 2858, 0, 0
666,  100, 400, 600, 800, 2872, 0, 0
666,  100, 400, 600, 800, 2893, 0, 0
666,  100, 400, 600, 800, 2907, 0, 0
666,  100, 400, 600, 800, 2923, 0, 0
666,  100, 400, 600, 800, 2940, 0, 0
666,  100, 400, 600, 800, 2957, 0, 0
666,  100, 400, 600, 800, 2972, 0, 0
666,  100, 400, 600, 800, 2991, 0, 0
666,  100, 400, 600, 800, 3007, 0, 0
666,  100, 400, 600, 800, 3024, 0, 0
666,  100, 400, 600, 800, 3039, 0, 0
666,  100, 400, 600, 800, 3055, 0, 0
666,  100, 400, 600, 800, 3075, 0, 0
666,  100, 400, 600, 800, 3090, 0, 0
666,  100, 400, 600, 800, 3105, 0, 0
666,  100, 400, 600, 800, 3122, 0, 0
666,  100, 400, 600, 800, 3141, 0, 0
666,  100, 400, 600, 800, 3155, 0, 0
666,  100, 400, 600, 800, 3172, 0, 0
666,  100, 400, 600, 800, 3191, 0, 0
666,  100, 400, 600, 800, 3206, 0, 0
666,  100, 400, 600, 800, 3221, 0, 0
666,  100, 400, 600, 800, 3239, 0, 0
666,  100, 400, 600, 800, 3255, 0, 0
666,  100, 400, 600, 800, 3271, 0, 0
666,  100, 400, 600, 800, 3291, 0, 0
666,  100, 400, 600, 800, 3307, 0, 0
666,  100, 400, 600, 800, 3323, 0, 0
666,  100, 400, 600, 800, 3340, 0, 0
666,  100, 400, 600, 800, 3355, 0, 0
666,  100, 400, 600, 800, 3371, 0, 0
666,  100, 400, 600, 800, 3391, 0, 0
666,  100, 400, 600, 800, 3406, 0, 0
666,  100, 400, 600, 800, 3425, 0, 0
666,  100, 400, 600, 800, 3439, 0, 0
666,  100, 400, 600, 800, 3456, 0, 0
666,  100, 400, 600, 800, 3474, 0, 0
666,  100, 400, 600, 800, 3488, 0, 0
666,  100, 400, 600, 800, 3508, 0, 0
666,  100, 400, 600, 800, 3523, 0, 0
666,  100, 400, 600, 800, 3541, 0, 0
666,  100, 400, 600, 800, 3555, 0, 0
666,  100, 400, 600, 800, 3574, 0, 0
666,  100, 400, 600, 800, 3589, 0, 0
666,  100, 400, 600, 800, 3608, 0, 0
666,  100, 400, 600, 800, 3622, 0, 0
666,  100, 400, 600, 800, 3639, 0, 0
666,  100, 400, 600, 800, 3657, 0, 0
666,  100, 400, 600, 800, 3673, 0, 0
666,  100, 400, 600, 800, 3688, 0, 0
666,  100, 400, 600, 800, 3706, 0, 0
666,  100, 400, 600, 800, 3723, 0, 0
666,  100, 400, 600, 800, 3739, 0, 0
666,  100, 400, 600, 800, 3757, 0, 0
666,  100, 400, 600, 800, 3773, 0, 0
666,  100, 400, 600, 800, 3789, 0, 0
666,  100, 400, 600, 800, 3807, 0, 0
666,  100, 400, 600, 800, 3822, 0, 0
666,  100, 400, 600, 800, 3840, 0, 0
666,  100, 400, 600, 800, 3855, 0, 0
666,  100, 400, 600, 800, 3872, 0, 0
666,  100, 400, 600, 800, 3889, 0, 0
666,  100, 400, 600, 800, 3908, 0, 0
