Arduino Time, Processing Time, Sensor 1,20,Newtons,MM,Stiff
120241,289,0,
120241,1561,0,
120241,1580,0,
120241,1595,0,
120241,1611,0,
120241,1629,0,
120241,1648,0,
120241,1661,0,
120241,1678,0,
120241,1696,0,
120241,1713,0,
120241,1730,0,
120241,1747,0,
120241,1762,0,
34,1781,0,
49,1797,0,
64,1811,0,
78,1828,0,
99,1847,0,
113,1862,0,
129,1880,0,
148,1896,0,
163,1913,0,
179,1929,0,
198,1945,0,
214,1963,0,
228,1980,0,
243,1997,0,
264,2012,0,
278,2029,0,
299,2047,0,
314,2063,0,
333,2081,0,
349,2097,0,
363,2112,0,
378,2131,0,
399,2146,0,
413,2162,0,
429,2178,0,
444,2197,0,
463,2212,0,
479,2230,0,
493,2244,0,
514,2262,0,
534,2280,0,
548,2298,0,
559,2311,0,
578,2331,0,
599,2348,0,
614,2362,0,
628,2379,0,
649,2396,0,
664,2413,0,
678,2430,0,
699,2448,0,
713,2462,0,
729,2479,0,
744,2495,0,
763,2514,0,
784,2531,0,
794,2545,0,
808,2562,0,
829,2578,0,
848,2597,0,
864,2612,0,
879,2630,0,
893,2644,0,
914,2663,0,
928,2679,0,
944,2696,0,
964,2712,0,
978,2729,0,
994,2745,0,
1014,2764,0,
1029,2781,0,
1049,2797,0,
1064,2814,0,
1075,2828,0,
1094,2846,0,
1110,2861,0,
1130,2880,0,
1145,2897,0,
1161,2912,0,
1180,2928,0,
1196,2946,0,
1211,2961,0,
1226,2978,0,
1246,2995,0,
1261,3011,0,
1276,3028,0,
1297,3048,0,
1311,3063,0,
1332,3081,0,
1347,3095,0,
1362,3113,0,
1377,3130,0,
1397,3146,0,
1413,3162,0,
1428,3179,0,
1443,3195,0,
1463,3212,0,
1483,3231,0,
1499,3248,0,
1514,3263,0,
1528,3281,0,
1544,3295,0,
1564,3312,0,
1580,3328,0,
1594,3348,0,
1614,3364,0,
1630,3378,0,
1645,3395,0,
1660,3412,0,
1680,3429,0,
1695,3445,0,
1711,3462,0,
1730,3481,0,
1745,3495,0,
1766,3514,0,
1781,3530,0,
1797,3547,0,
1811,3562,0,
1831,3580,0,
1847,3595,0,
1862,3613,0,
1876,3629,0,
1897,3646,0,
1912,3662,0,
1928,3679,0,
1943,3695,0,
1963,3715,0,
1983,3731,0,
1998,3747,0,
2014,3763,0,
2028,3779,0,
2049,3797,0,
2064,3813,0,
2079,3828,0,
2094,3849,0,
2114,3863,0,
2129,3878,0,
2145,3895,0,
2164,3915,0,
2180,3929,0,
2195,3945,0,
2210,3962,0,
2226,3978,0,
2245,3997,0,
2266,4014,0,
2276,4028,0,
2296,4047,0,
2311,4064,0,
2331,4079,0,
2347,4097,0,
2362,4112,0,
2376,4127,0,
2397,4146,0,
2412,4162,0,
2433,4182,0,
2442,4195,0,
2462,4215,0,
2483,4230,0,
2498,4246,0,
2513,4262,0,
2528,4279,0,
2548,4297,0,
2564,4312,0,
2583,4332,0,
2593,4346,0,
2609,4364,0,
2629,4379,0,
2644,4395,0,
2659,4412,0,
2679,4431,0,
2695,4445,0,
2715,4465,0,
2725,4479,0,
2745,4498,0,
2765,4512,0,
2781,4531,0,
2796,4547,0,
2810,4563,0,
2826,4580,0,
2846,4595,0,
2862,4613,0,
2876,4629,0,
2891,4645,0,
2912,4662,0,
2927,4678,0,
2947,4697,0,
2957,4711,0,
2977,4728,0,
2998,4746,0,
3013,4764,0,
3027,4781,0,
3043,4795,0,
3063,4813,0,
3079,4829,0,
3098,4848,0,
3108,4862,0,
3129,4879,0,
3149,4899,0,
3164,4914,0,
3179,4931,0,
3194,4945,0,
3210,4962,0,
3229,4981,0,
3245,4998,0,
3260,5013,0,
3280,5031,0,
3296,5047,0,
3310,5062,0,
3325,5079,0,
3346,5095,0,
3361,5111,0,
3381,5129,0,
3391,5145,0,
3411,5164,0,
3432,5178,0,
3446,5196,0,
3462,5212,0,
3477,5229,0,
3497,5245,0,
3512,5262,0,
3527,5280,0,
3543,5296,0,
3563,5312,0,
3582,5331,0,
3593,5345,0,
3608,5362,0,
3629,5378,0,
3649,5396,0,
3658,5412,0,
3679,5431,0,
3694,5447,0,
3715,5464,0,
3729,5479,0,
3744,5495,0,
3760,5512,0,
3780,5529,0,
3794,5546,0,
3815,5565,0,
3830,5581,0,
3851,5601,0,
3866,5619,0,
3886,5635,0,
3901,5653,0,
3916,5668,0,
3932,5684,0,
3951,5701,0,
3966,5717,0,
3982,5736,0,
3997,5751,0,
4017,5768,0,
4032,5785,0,
4047,5801,0,
4068,5819,0,
4082,5835,0,
4103,5854,0,
4118,5868,0,
4133,5886,0,
4149,5901,0,
4168,5917,0,
4184,5934,0,
4199,5951,0,
4214,5968,0,
4234,5984,0,
4249,6002,0,
4264,6019,0,
4280,6034,0,
4299,6050,0,
4320,6068,0,
4335,6085,0,
4350,6101,0,
4365,6119,0,
4385,6134,0,
4401,6152,0,
4416,6169,0,
4431,6184,0,
4451,6201,0,
4466,6218,0,
4487,6236,0,
4497,6252,0,
4516,6268,0,
4532,6283,0,
4547,6301,0,
4568,6318,0,
4582,6335,0,
4602,6352,0,
4618,6368,0,
4633,6385,0,
4648,6401,0,
4668,6418,0,
4683,6435,0,
4699,6451,0,
4714,6468,0,
4733,6484,0,
4754,6501,0,
4769,6518,0,
4780,6534,0,
4799,6552,0,
4819,6568,0,
4835,6586,0,
4850,6601,0,
4865,6618,0,
4885,6635,0,
4900,6652,0,
4916,6668,0,
4931,6684,0,
4951,6702,0,
4966,6718,0,
4981,6734,0,
4997,6751,0,
5016,6769,0,
5037,6785,0,
5052,6803,0,
5067,6819,0,
5082,6836,0,
5102,6851,0,
5117,6868,0,
5133,6884,0,
5148,6902,0,
