Arduino Time, Processing Time, Sensor 4,20,Newtons,MM,Stiff
19,1711,29,
34,1728,30,
49,1744,30,
64,1761,30,
84,1778,30,
99,1794,30,
114,1812,30,
130,1828,31,
150,1845,31,
169,1861,30,
185,1879,30,
195,1894,30,
216,1916,30,
235,1928,30,
250,1945,30,
266,1962,31,
281,1980,30,
301,2002,28,
321,2016,30,
342,2035,31,
357,2050,30,
366,2067,30,
392,2092,30,
407,2104,30,
422,2121,31,
442,2136,30,
457,2155,30,
473,2170,31,
493,2186,31,
507,2203,31,
523,2220,31,
538,2236,30,
559,2252,31,
574,2269,31,
588,2286,30,
604,2303,30,
624,2320,30,
645,2337,30,
654,2352,30,
669,2369,30,
690,2387,31,
705,2402,30,
726,2422,31,
740,2436,31,
755,2455,31,
776,2470,30,
796,2488,31,
811,2505,30,
826,2522,30,
841,2537,30,
857,2553,30,
876,2571,31,
891,2586,32,
907,2603,30,
922,2619,29,
943,2636,30,
957,2653,31,
972,2669,30,
993,2687,30,
1008,2704,30,
1024,2720,31,
1039,2736,30,
1058,2754,30,
1074,2769,30,
1089,2787,30,
1104,2802,30,
1120,2819,29,
1140,2836,29,
1156,2853,29,
1176,2869,30,
1191,2887,29,
1207,2904,30,
1222,2920,30,
1243,2935,29,
1257,2953,29,
1272,2971,29,
1288,2988,30,
1308,3005,31,
1324,3020,30,
1339,3036,31,
1354,3053,30,
1370,3069,30,
1390,3086,29,
1411,3103,29,
1426,3120,31,
1441,3137,30,
1457,3153,31,
1471,3171,30,
1491,3186,31,
1507,3203,29,
1522,3221,30,
1538,3237,29,
1558,3253,30,
1573,3270,29,
1589,3286,30,
1604,3302,30,
1625,3321,30,
1640,3337,31,
1660,3353,30,
1675,3370,30,
1690,3387,29,
1705,3402,30,
1721,3420,30,
1741,3437,31,
1757,3453,30,
1772,3469,31,
1787,3486,31,
1808,3503,31,
1823,3520,30,
1839,3536,30,
1854,3552,31,
1873,3570,31,
1889,3586,29,
1909,3603,32,
1920,3619,31,
1940,3637,30,
1955,3654,31,
1976,3670,31,
1991,3687,30,
2007,3703,31,
2022,3719,30,
2037,3737,30,
2058,3753,31,
2072,3770,29,
2093,3788,30,
2103,3802,30,
2118,3818,31,
2139,3836,30,
2159,3853,30,
2174,3870,31,
2190,3887,30,
2205,3903,30,
2226,3921,30,
2241,3936,31,
2256,3953,29,
2271,3970,29,
2286,3987,30,
2307,4003,31,
2322,4019,30,
2337,4036,31,
2353,4053,31,
2373,4070,30,
2388,4087,31,
2409,4103,30,
2424,4120,31,
2435,4135,30,
2455,4153,30,
2475,4169,31,
2490,4186,31,
2505,4205,30,
2521,4219,29,
2536,4235,30,
2556,4253,31,
2572,4269,30,
2592,4288,29,
2608,4304,29,
2618,4319,30,
2638,4336,30,
2654,4352,29,
2673,4370,30,
2689,4387,31,
2704,4403,30,
2724,4420,30,
2740,4437,31,
2755,4453,30,
2770,4470,29,
2791,4488,30,
2806,4503,30,
2822,4519,31,
2842,4537,30,
2857,4554,31,
2873,4570,30,
2887,4587,30,
2908,4604,29,
